capacity_mw,generation_gwh_2016,generation_gwh_2017,generation_gwh_2015,generation_gwh_2018,generation_gwh_2014,generation_gwh_2013,primary_fuel,estimated_generation_gwh_2015,estimated_generation_gwh_2014,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2016,source,longitude,geolocation_source,owner,plant_age_years,year_of_capacity_data,latitude,estimated_generation_gwh_2017
2.0,22.563,2.938,26.0715,2.665,23.489,23.095,7,26.83,28.25,2.893,27.62,27.555,736,-73.3231,22,3523,8.0,2019.0,43.5434,2.47
207.3,1035.473,997.581,952.561,946.029,1056.733,954.151,3,460.65,662.27,831.7860000000001,651.05,656.6,736,-121.2086,22,1632,86.49155812831646,2019.0,48.6981,540.74
3.0,14.321,12.633,15.073,9.791,11.189,9.374,3,9.81,11.59,12.701,10.86,11.39,736,-73.1693,22,3606,96.0,2019.0,44.49,10.02
2.2,8.39,9.958,10.359,12.722,12.262,12.17,3,9.13,9.68,10.626,9.52,9.58,736,-71.1954,22,1197,103.1818181818187,2019.0,44.4083,8.61
124.5,308.28700000000003,380.19,316.403,373.35,400.68,330.197,9,324.34,325.6,359.399,348.98,325.97,736,-111.8364,22,119,14.0,2019.0,43.4671,304.76
2.0,6.071,6.001,3.307,4.557,2.846,4.228,3,4.39,5.25,5.486,5.22,5.26,736,-123.4347,22,4085,41.0,2019.0,40.37,4.54
2.0,11.047,12.643,10.821,7.343,9.86139,13.083,3,6.84,8.5,1.839,7.77,7.55,736,-75.3391,22,5836,71.0,2019.0,43.6126,7.22
640.0,16.663,7.034000000000001,16.361,18.032,10.31,53.851,5,26.83,28.25,7.468,27.62,27.555,736,-74.0051,22,8713,53.0,2019.0,40.6635,375.09
2.5,0.004,0.003,0.033,0.004,0.01,0.034,5,26.83,28.25,0.007,27.62,27.555,736,-94.289,22,3534,11.0,2019.0,42.2828,1.46
2.5,4.331,4.0680000000000005,26.0715,3.892,23.489,23.095,7,26.83,28.25,4.057,27.62,3.83,736,-74.0654,22,3535,9.0,2019.0,40.7601,3.98
1.6,1.529,2.505,26.0715,2.431,23.489,23.095,7,26.83,28.25,2.5460000000000003,27.62,27.555,736,-74.0774,22,3535,8.0,2019.0,40.7731,2.65
2.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.83,28.25,0.913,27.62,27.555,736,-74.1797,22,3546,5.0,2019.0,41.5787,3.25
33.0,78.074,162.133,63.251000000000005,123.892,56.069,70.991,3,75.53,104.92,80.378,106.44,102.46,736,-111.794,22,6240,101.0,2019.0,42.5367,101.12
220.5,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,402.635,27.62,27.555,736,-103.0922,22,6345,5.0,2019.0,34.7341,647.54
3.6,0.008,0.016,0.007,0.043,0.027,0.01,5,26.83,28.25,0.081,27.62,27.555,736,-94.7498,22,1466,31.611111111111086,2019.0,43.2397,2.1
4.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.83,28.25,0.0,27.62,27.555,736,-97.4033,22,1467,72.25,2019.0,48.43,2.34
2.7,0.0,4.264,26.0715,4.216,23.489,23.095,7,26.83,28.25,4.597,27.62,27.555,736,-71.6626,22,3672,8.0,2019.0,42.2255,3.69
1.5,2.334,2.128,2.178,2.067,2.228,23.095,7,2.53,2.16,2.179,27.62,2.39,736,-71.6792,22,1142,11.0,2019.0,42.1992,2.16
634.7,0.0,0.0,0.0,0.0,0.0,0.0,1,26.83,28.25,277.844,27.62,27.555,736,-98.6117,22,5034,58.12210493146404,2019.0,33.1344,2238.26
4.8,14.402,9.838,7.867,7.282,0.095,23.095,7,26.83,28.25,9.194,27.62,11.05,736,-79.0144,22,3549,9.0,2019.0,34.3097,9.87
18.0,68.225,87.366,72.517,95.279,97.073,91.74,3,40.85,45.51,81.374,45.51,45.64,736,-74.5106,22,5701,68.0,2019.0,41.8592,39.55
85.30000000000001,228.802,237.303,237.875,254.603,242.159,263.79,1,26.83,28.25,283.939,27.62,27.555,736,-90.6693,22,3551,58.375146541618506,2019.0,30.054,300.81
10.0,33.472,51.425,39.673,41.172,47.34,49.119,3,39.0,44.97,50.291,43.08,44.98,736,-76.4208,22,2893,41.0,2019.0,43.3234,42.71
1.2,3.549,5.095,26.0715,5.296,23.489,23.095,3,4.06,4.26,4.658,3.86,3.88,736,-105.8683,22,5853,8.0,2019.0,40.1464,3.43
3.2,14.102,7.749,17.354,9.703,19.365,23.095,8,26.83,28.25,8.341,27.62,27.555,736,-72.5472,22,4237,23.0,2019.0,42.2273,0.57
5.0,37.813,35.32,29.108,0.0,35.04,33.966,1,26.83,28.25,41.876,27.62,27.555,736,-94.5811,22,8928,33.0,2019.0,39.1119,17.63
7.799999999999999,53.806,52.584,54.034,52.224,52.82,49.309,8,26.83,28.25,52.713,27.62,27.555,736,-83.7251,22,2504,19.846153846153584,2019.0,42.9088,1.41
6809.0,19011.492,20983.99,18878.623,21042.561,20261.569,21073.181,3,33342.94,28357.88,16639.421000000002,28430.08,28435.57,736,-118.9773,22,8711,56.52966661771211,2019.0,47.9575,26111.69
1440.0,5897.272,7364.648,11714.588,6919.47,10252.183,10864.509,4,26.83,28.25,11032.514,27.62,27.555,736,-91.0478,22,8303,39.0,2019.0,32.0081,11423.93
7.0,0.0249999999999999,0.089,0.0,0.062,-0.076,0.042,1,26.83,28.25,0.063,27.62,27.555,736,-86.2379,22,1468,50.0,2019.0,43.0598,24.68
9.0,0.003,0.004,0.002,0.0,0.003,23.095,1,26.83,28.25,4.7236,27.62,27.555,736,-89.9721,22,1966,59.0,2019.0,29.2521,31.73
1.7,0.013,0.001,0.0,0.012,0.0098,0.01,5,26.83,28.25,0.008,27.62,27.555,736,-94.3699,22,1470,29.0,2019.0,42.0296,0.99
6.7,0.016,0.015,0.095,0.17,0.18,0.162,5,26.83,28.25,0.225,27.62,27.555,736,-90.3572,22,1471,20.0,2019.0,47.7503,3.92
100.5,311.843,312.966,334.728,270.862,344.791,328.702,9,334.09,372.16,265.37600000000003,354.7,311.84,736,-92.705,22,5851,15.0,2019.0,43.7189,340.96
1.6,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.83,28.25,0.75,27.62,27.555,736,-73.7225,22,2244,10.0,2019.0,41.2112,2.6
7.5,18.229,41.25,36.53,31.771,32.827,30.371,3,28.15,31.97,23.874,29.26,36.78,736,-87.6494,22,9290,92.73333333333312,2019.0,45.3547,35.46
20.0,29.35,32.341,30.142,31.166,31.311,34.331,7,31.34,27.96,30.388,28.89,31.28,736,-88.7583,22,4340,12.0,2019.0,41.1434,31.07
210.0,528.256,572.761,566.926,237.587,570.554,513.7040000000001,9,600.42,610.95,261.197,610.22,595.11,736,-88.6836,22,4340,14.942857142857065,2019.0,41.2269,593.26
3.2,17.059,13.99,19.47,13.181,20.475,22.378,8,26.83,28.25,11.785,27.62,27.555,736,-84.6957,22,2504,30.25,2019.0,42.791,0.57
2.2,22.563,0.075,26.0715,4.2620000000000005,23.489,23.095,7,26.83,28.25,3.859,27.62,27.555,736,-123.61,22,5893,6.0,2019.0,45.054,3.58
640.9,413.769,0.0,97.338,0.0,84.335,0.0,1,26.83,28.25,1000.621,27.62,27.555,736,-89.5112,22,5080,36.93321891090682,2019.0,37.6577,2260.13
1.5,10.71,8.711,14.339,5.836,13.448,8.289,3,11.33,11.57,7.801,11.42,11.38,736,-108.3456,22,6150,92.0,2019.0,39.1017,9.94
3.0,3.619,4.382,26.0715,4.242,23.489,23.095,7,26.83,28.25,3.549,27.62,27.555,736,-85.9012,22,1869,8.0,2019.0,42.9531,4.09
80.0,3.5820000000000003,163.316,26.0715,182.356,23.489,23.095,7,26.83,28.25,180.168,27.62,27.555,736,-116.0934,22,3558,7.0,2019.0,42.9896,130.36
400.0,168.466,1541.058,26.0715,1507.208,23.489,23.095,9,26.83,28.25,1434.129,27.62,27.555,736,-98.4283,22,699,7.0,2019.0,42.6081,1174.69
17.2,123.075,56.487,97.266,111.468,115.197,63.745000000000005,3,64.33,85.71,58.504,67.5,95.31,736,-89.7917,22,9290,85.0,2019.0,45.3019,84.27
211.2,928.407,835.373,824.386,944.008,23.489,23.095,9,26.83,28.25,900.333,27.62,899.35,736,-101.3108,22,7095,9.0,2019.0,35.2383,873.73
61.0,22.563,18.273,26.0715,0.061,23.489,23.095,7,26.83,28.25,105.555,27.62,27.555,736,-82.1647,22,8330,5.0,2019.0,27.6813,99.4
3.0,1.978,7.729,26.0715,7.748,23.489,23.095,7,26.83,28.25,7.198,27.62,27.555,736,-117.0588,22,3864,8.0,2019.0,33.2704,5.47
2.0,6.219,7.476,5.516,5.36,6.05,5.671,3,5.98,6.41,6.719,5.91,6.43,736,-111.7821,22,6240,128.0,2019.0,40.6192,5.85
78.0,0.0,0.0,462.01700000000005,445.8969990000001,473.562,464.258,6,26.83,28.25,501.321998,27.62,27.555,736,-90.1283,22,8754,14.0,2019.0,38.6972,1538.24
1.3,2.434,4.123,2.779,3.851,2.1750000000000003,2.022,3,4.22,3.24,2.93,3.34,2.91,736,-95.5345,22,1472,56.92307692307645,2019.0,44.8117,2.98
6.0,-0.065,0.02,-0.214,0.0,0.014,-0.177,5,26.83,28.25,0.0,27.62,27.555,736,-95.557,22,1472,21.0,2019.0,44.8047,3.51
2.2,0.036,0.077,0.045,0.019,0.012,0.014,5,26.83,28.25,0.044,27.62,27.555,736,-81.3928,22,5816,17.0,2019.0,35.7811,1.28
80.0,55.797,208.687,26.0715,208.091,23.489,23.095,7,26.83,28.25,204.075,27.62,27.555,736,-113.2264,22,2280,8.0,2019.0,37.7751,197.5
50.4,25.727,127.971,26.0715,123.567,23.489,23.095,7,26.83,28.25,125.44,27.62,27.555,736,-113.322,22,2280,8.0,2019.0,37.7989,125.15
3.0,5.565,6.191,0.026,6.074,23.489,23.095,7,26.83,28.25,5.663,27.62,5.78,736,-112.9889,22,3065,9.0,2019.0,38.4028,6.3
99.0,215.466,207.769,240.617,214.237,236.526,222.031,9,309.84,341.59,233.01,360.95,332.48,736,-71.2925,22,3559,12.0,2019.0,44.7044,317.58
790.0,3367.594,2738.498,4686.787,2177.483,3534.364,3367.244,1,26.83,28.25,3025.5950000000003,27.62,27.555,736,-71.4261,22,3560,21.0,2019.0,42.9042,2785.93
54.0,55.574,21.585,20.629,46.958,9.65,13.577,3,131.02,151.28,44.85,107.66,141.84,736,-98.3384,22,5010,73.0,2019.0,30.556,121.77
1.2,2.033,1.507,6.99,0.945,3.734,8.088000000000001,3,3.57,3.87,1.996,3.48,3.64,736,-81.9827,22,489,103.0,2019.0,33.477,3.13
20.0,64.93,58.922,62.541,54.123000000000005,70.892,60.042,9,61.94,63.86,54.817,72.14,64.64,736,-95.8844,22,3562,14.0,2019.0,45.8033,57.39
147.2,17.214,520.988,26.0715,537.396,23.489,23.095,9,26.83,28.25,538.753,27.62,27.555,736,-97.7053,22,7866,7.0,2019.0,36.9708,432.28
95.7,0.0,661.386002,0.0,632.906998,0.0,0.0,0,26.83,28.25,598.0160040000001,27.62,27.555,736,-80.1631,22,308,32.0,2019.0,39.5618,442.05
151.8,405.759,419.672,26.0715,565.336,23.489,23.095,9,26.83,28.25,580.506,27.62,27.555,736,-97.6963,22,7866,8.0,2019.0,36.9271,598.85
4.5,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.83,28.25,0.092,27.62,27.555,736,-107.821,22,4899,4.0,2019.0,35.14,7.33
6.4,-0.185,-0.245,-0.23,-0.3,-0.264,-0.263,5,26.83,28.25,-0.282,27.62,27.555,736,-92.678,22,5887,40.109375,2019.0,45.7792,3.75
2.5,4.633,4.5600000000000005,4.154,4.672,4.613,4.288,7,4.15,4.02,5.0200000000000005,3.92,4.5,736,-78.5939,22,7866,12.0,2019.0,36.4117,4.35
59.8,33.435,0.0,21.636,0.0,14.044,21.207,1,26.83,28.25,6.993,27.62,27.555,736,-117.5343,22,7856,15.327759197323985,2019.0,34.0903,210.88
1.8,-127.507,-132.03300000000002,-141.014,-143.592,-123.407,14.18625,1,26.83,28.25,13.6382,27.62,27.555,736,-85.579,22,3563,32.0,2019.0,42.3068,6.34
84.7,377.909624,377.831999,411.089998,373.123604,408.454,425.374997,8,26.83,28.25,367.786257,27.62,27.555,736,-81.9531,22,3564,60.59386068477011,2019.0,33.3283,15.35
2.5,4.663,4.61,4.698,4.746,4.617,2.45,7,5.28,4.49,3.806,27.62,4.41,736,-121.6942,22,9395,11.0,2019.0,38.5003,4.86
2.5,4.6080000000000005,4.672,4.549,4.737,4.401,2.45,7,5.28,4.49,4.5840000000000005,27.62,4.41,736,-121.6942,22,9395,11.0,2019.0,38.5003,4.86
110.4,284.051,291.459,304.52,286.67900000000003,295.928,287.589,9,343.22,379.49,282.708,391.63,332.87,736,-84.4622,22,4340,12.0,2019.0,43.4081,336.17
102.0,253.706,260.814,272.576,239.913,264.422,256.653,9,303.85,309.55,252.916,364.03,306.06,736,-84.4975,22,2336,13.0,2019.0,43.4339,306.69
3.0,22.563,18.273,26.0715,5.581,23.489,23.095,7,26.83,28.25,5.75,27.62,27.555,736,-83.6974,22,9055,6.0,2019.0,33.8446,4.88
407.7000000000001,138.246002,62.3,91.268,91.39,52.765,86.834,1,26.83,28.25,78.819,27.62,27.555,736,-76.6911,22,9003,36.8103998037775,2019.0,37.1575,1437.75
112.0,240.653,175.52100000000002,293.526,254.995,138.714,70.46000000000001,9,285.74,334.79,206.415,314.39,303.93,736,-100.3782,22,3569,23.0,2019.0,37.6133,291.06
55.0,22.563,18.273,26.0715,76.07600000000001,23.489,23.095,7,26.83,28.25,139.943,27.62,27.555,736,-113.8978,22,3570,6.0,2019.0,35.3635,89.62
38.0,131.400085,160.21599700000002,116.340004,176.311997,207.775,176.85500499999998,8,26.83,28.25,171.21,27.62,27.555,736,-84.6906,22,1758,32.0,2019.0,44.6049,6.88
192.6,0.0,1041.975998,0.0,998.083003,912.680004,23.095,1,26.83,28.25,1002.732001,27.62,27.555,736,-75.1881,22,3571,27.0,2019.0,39.9422,679.2
697.8,2818.292,2834.246,3005.284,2478.312,1705.387,0.0,1,26.83,28.25,3407.096,27.62,27.555,736,-123.48,22,4340,16.0,2019.0,46.9692,2460.78
300.9,144.647,145.166,169.42,140.78,159.274,161.997,1,26.83,28.25,80.469,27.62,27.555,736,-118.2782,22,1464,48.75872382851435,2019.0,34.1556,1061.12
35.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.83,28.25,4.545,27.62,27.555,736,-104.2527,22,3572,5.0,2019.0,38.9778,57.03
75.0,22.563,18.273,26.0715,107.182,23.489,23.095,7,26.83,28.25,134.193,27.62,27.555,736,-75.6975,22,3575,6.0,2019.0,38.1689,122.21
81.6,-0.175,0.359,-0.775,-0.661,4.739,104.694,1,26.83,28.25,0.324,27.62,27.555,736,-98.8689,22,8193,61.0,2019.0,38.41,287.76
3.0,22.563,0.75,26.0715,6.149,23.489,23.095,7,26.83,28.25,5.934,27.62,27.555,736,-112.249,22,2792,7.0,2019.0,46.8057,4.88
12.0,0.165,-0.016,5.953,-0.092,2.272,14.652,3,43.37,53.82,-0.074,55.62,62.8,736,-80.8917,22,2348,117.0,2019.0,34.5592,32.27
33.7,85.43900000000001,119.165,138.40800000000002,160.871,162.719,151.732,3,91.12,89.77,133.06300000000002,108.92,99.65,736,-85.6341,22,8403,103.1780415430269,2019.0,35.8067,81.0
1.9,2.295,3.878,3.47,3.142,1.89,1.92,3,6.29,7.66,1.896,6.85,6.44,736,-71.9989,22,8978,65.21052631578914,2019.0,44.5002,6.71
12.3,9.478,13.633,9.541,35.538000000000004,17.296,18.274,3,29.6,39.14,26.468,33.98,33.51,736,-74.181,22,2419,38.0,2019.0,40.9153,28.78
138.00000000000003,630.122,651.668,647.006,654.48,696.797,679.375,3,295.99,327.97,723.111,343.9,342.87,736,-68.7044,22,3578,73.09492753623203,2019.0,45.6472,265.56
114.0,240.852,176.099,280.498,330.784,351.60200000000003,369.087,9,346.42,406.48,277.995,380.32,344.78,736,-101.3917,22,3581,15.0,2019.0,36.4964,364.81
202.5,22.563,10.333,26.0715,532.455,23.489,23.095,7,26.83,28.25,544.727,27.62,27.555,736,-120.3796,22,1844,6.0,2019.0,36.5812,329.98
225.0,11.522,856.065,26.0715,984.175,23.489,23.095,9,26.83,28.25,990.78,27.62,27.555,736,-99.596,22,2490,7.0,2019.0,36.1665,660.76
576.3,507.176,337.38800000000003,176.418,638.9480000000001,79.271,215.258,1,26.83,28.25,438.64200000000005,27.62,27.555,736,-93.5283,22,5286,20.32153392330406,2019.0,41.5563,2032.31
3.3,22.563,18.273,26.0715,14.473,23.489,23.095,8,26.83,28.25,15.77,27.62,27.555,736,-70.978,22,1805,19.0,2019.0,41.725,0.59
19.0,47.303,47.21,45.653,47.439,46.378,47.689,7,38.35,42.31,46.834,42.9,35.54,736,-105.8909,22,3585,13.526315789473529,2019.0,37.6855,36.85
1.3,1.487,2.934,3.748,2.892,4.173,3.842,9,2.25,2.19,1.724,3.64,1.84,736,-95.7803,22,5303,18.0,2019.0,43.5861,3.12
3.0,6.72,6.485,7.07,6.354,6.7,6.7,7,6.29,5.71,6.33,6.36,5.79,736,-121.4647,22,7282,12.0,2019.0,38.282,5.16
1.0,2.315,2.14,2.39,2.1710000000000003,2.2,2.2,7,2.06,1.84,2.16,2.12,1.83,736,-121.4613,22,7282,12.0,2019.0,38.2836,1.65
3.0,22.563,18.273,26.0715,0.045,23.489,23.095,7,26.83,28.25,7.651,27.62,27.555,736,-117.9895,22,8252,5.0,2019.0,34.688,4.88
3.0,22.563,18.273,26.0715,2.654,23.489,23.095,7,26.83,28.25,7.672000000000001,27.62,27.555,736,-117.931,22,8252,6.0,2019.0,34.597,4.88
3.0,22.563,18.273,26.0715,2.428,23.489,23.095,7,26.83,28.25,7.413,27.62,27.555,736,-118.0821,22,8252,6.0,2019.0,34.655,4.88
2.0,5.659,5.024,26.0715,1.948,23.489,23.095,8,26.83,28.25,2.385,27.62,27.555,736,-84.5489,22,3589,6.5,2019.0,38.3453,0.36
903.9,3928.376,4928.961,3734.504,4985.809,3127.419,3164.514,1,26.83,28.25,4725.7970000000005,27.62,27.555,736,-95.9346,22,3590,22.0,2019.0,35.9833,3187.59
1.7,3.702,7.18,26.0715,6.781000000000001,23.489,23.095,9,26.83,28.25,7.0680000000000005,27.62,27.555,736,-94.754,22,3591,8.0,2019.0,41.373,6.44
5.0,8.506,9.73,26.0715,7.247,23.489,23.095,7,26.83,28.25,7.923,27.62,27.555,736,-77.2697,22,2061,8.0,2019.0,35.8317,8.67
6.0,35.376,41.138,26.0715,39.779,23.489,23.095,3,20.7,28.63,40.147,27.91,26.39,736,-73.6902,22,211,102.0,2019.0,42.7481,25.0
9.9,31.024,31.163,30.814,29.598,29.707,30.125,8,26.83,28.25,26.64,27.62,27.555,736,-75.2627,22,9075,23.0,2019.0,40.8592,1.79
18.6,35.983000000000004,54.587,49.511,52.27,70.792,60.781,3,43.28,55.72,51.134,55.72,55.87,736,-135.1227,22,1349,42.0,2019.0,56.9863,49.56
1.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.83,28.25,1.288,27.62,27.555,736,-85.6923,22,3904,6.0,2019.0,44.7767,1.62
3.0,22.563,4.339,26.0715,6.157,23.489,23.095,7,26.83,28.25,5.204,27.62,27.555,736,-112.0636,22,2792,7.0,2019.0,46.6945,4.88
3.5,5.836,5.465,5.495,5.104,3.52,23.095,7,5.65,28.25,4.422,27.62,5.66,736,-70.5319,22,266,10.0,2019.0,41.6694,5.45
26.0,59.568,56.94,76.642,32.034,93.802,33.149,3,71.43,84.99,68.34100000000001,84.99,85.22,736,-106.3327,22,8711,81.0,2019.0,39.8788,71.13
150.0,454.076,533.5020000000001,349.841,554.729,23.489,23.095,9,26.83,28.25,544.729,27.62,488.12,736,-99.4112,22,3607,9.0,2019.0,33.6282,483.78
150.0,434.505,512.739,80.709,508.953,23.489,23.095,9,26.83,28.25,519.524,27.62,488.12,736,-99.5329,22,3608,9.0,2019.0,33.646,483.78
80.0,215.9,276.245,150.826,250.419,299.515,235.619,3,213.59,287.04,158.218,212.9,271.04,736,-122.5494,22,8829,57.0,2019.0,44.4494,244.24
861.0,4474.579998,4416.905001,4356.981003,3900.259999,4203.596996,3952.410005,1,26.83,28.25,4010.581003,27.62,27.555,736,-94.9328,22,7837,18.54819976771205,2019.0,29.3781,3036.31
16.5,23.62,25.6,25.748,16.676000000000002,24.345,37.53,9,25.4,24.36,16.223,29.14,25.59,736,-116.7167,22,3171,49.0,2019.0,33.9014,27.05
194.3,22.563,18.273,26.0715,13.0125,23.489,23.095,9,26.83,28.25,70.059,27.62,27.555,736,-89.557,22,3611,5.0,2019.0,41.6203,570.6
17.2,52.255,43.685,54.481,67.662,64.423,56.96,3,38.76,47.11,51.535,44.98,47.24,736,-122.5479,22,8711,64.0,2019.0,42.1212,46.23
2.4000000000000004,11.715,13.956,16.172,13.374,12.733,13.252,8,26.83,28.25,14.893,27.62,27.555,736,-82.8088,22,2429,21.0,2019.0,38.3967,0.43
1.7,5.195,5.051,5.325,4.109,5.586,4.7700000000000005,9,4.99,4.79,4.28,5.54,5.13,736,-96.4331,22,3618,19.0,2019.0,44.0208,4.79
1288.4,0.0,884.809,2249.285002,1173.091,2857.9240320000004,2499.0690470000004,1,26.83,28.25,1767.889,27.62,27.555,736,-87.7811,22,204,41.777708786091125,2019.0,32.6017,4543.53
1.6,0.0,0.0,26.0715,0.234,23.489,23.095,7,26.83,28.25,0.385,27.62,27.555,736,-74.0008,22,8442,6.0,2019.0,42.2948,2.6
6.6,39.834,37.758,39.678,36.013,42.749,42.04,8,26.83,28.25,35.393,27.62,27.555,736,-88.0849,22,9294,28.0,2019.0,41.7338,1.19
2.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.83,28.25,2.703,27.62,27.555,736,-72.58,22,5962,5.0,2019.0,42.64,3.25
2.8,22.563,0.024,26.0715,4.694,23.489,23.095,7,26.83,28.25,4.89,27.62,27.555,736,-85.8165,22,4226,6.0,2019.0,39.7938,4.56
1.6,6.133,6.053,6.074,5.622,5.8020000000000005,6.4430000000000005,9,5.24,5.83,5.508,6.0,5.54,736,-94.485,22,3628,12.0,2019.0,41.29,5.3
25.0,15.971,82.203,26.0715,79.995,23.489,23.095,9,26.83,28.25,82.561,27.62,27.555,736,-111.963,22,3619,8.0,2019.0,47.723,87.15
112.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26.83,28.25,55.675,27.62,27.555,736,-76.9483,22,3631,70.0,2019.0,42.6789,394.96
380.8,0.0,0.0,0.0,350.162003,0.0,0.0,1,26.83,28.25,456.240001,27.62,27.555,736,-81.5184,22,4412,13.0,2019.0,30.1591,1342.88
49.5,236.799,234.028,226.314,226.368,246.357,264.182,1,26.83,28.25,221.904,27.62,27.555,736,-121.6397,22,3633,35.0,2019.0,39.1365,174.56
10.1,0.032,0.019,0.02,0.04,0.011,0.01,5,26.83,28.25,0.029,27.62,27.555,736,-72.3758,22,8977,47.23762376237596,2019.0,41.1055,5.91
432.0,0.0,0.0,0.0,0.0,80.024,65.092,1,26.83,28.25,158.574,27.62,27.555,736,-95.2194,22,5958,47.0,2019.0,29.8222,1523.44
12.5,39.76,42.242,39.07,40.313,42.19,40.592,9,36.38,42.47,37.279,47.28,39.52,736,-99.3444,22,3635,14.0,2019.0,37.5499,37.57
1773.3000000000002,22.563,18.273,26.0715,0.0,23.489,23.095,1,26.83,28.25,9859.878,27.62,27.555,736,-77.6496,22,9003,5.0,2019.0,36.7182,6253.53
70.19999999999999,306.968,259.045,228.454,210.908,203.74,320.00100000000003,3,367.07,310.04,257.071,282.6,297.94,736,-82.8594,22,1476,41.0,2019.0,38.6472,283.28
1.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.83,28.25,1.401,27.62,27.555,736,-84.7144,22,8432,10.0,2019.0,33.0458,1.62
2.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.83,28.25,0.736,27.62,27.555,736,-74.622,22,3640,5.0,2019.0,41.356,3.25
236.0,86.166,93.627,42.378,212.537004,47.938,37.508,1,26.83,28.25,190.752002,27.62,27.555,736,-84.6151,22,952,24.0,2019.0,40.0758,832.25
2.2,3.565,3.394,2.827,4.098,23.489,23.095,7,4.54,28.25,3.883,27.62,4.24,736,-112.7358,22,3065,9.0,2019.0,38.2561,4.62
1071.3,529.534999,524.970004,202.094004,806.797005,264.77799600000003,369.3800010000001,1,26.83,28.25,947.510998,27.62,27.555,736,-82.6964,22,2336,40.222626715205934,2019.0,43.1056,3777.93
261.8,16.199,9.031,29.051,14.661,43.721,3.963,1,26.83,28.25,18.391,27.62,27.555,736,-94.2982,22,2960,47.047364400305696,2019.0,38.8615,923.23
1.9,2.149,2.238,26.0715,2.152,23.489,23.095,7,26.83,28.25,2.242,27.62,27.555,736,-82.6964,22,2336,8.0,2019.0,43.1056,2.38
96.0,198.122,164.651,270.873,200.955,149.328,124.885,3,279.49,326.49,296.621,309.82,333.88,736,-91.9953,22,8835,60.0,2019.0,35.5207,269.73
1.0,0.0,2.16,0.0,0.0,0.0,0.0,3,1.87,2.36,0.0,2.14,2.37,736,-118.3516,22,5264,44.0,2019.0,34.2079,2.24
3.5,6.699,9.893,8.157,13.227,11.694,9.711,3,8.27,8.43,10.279,9.03,8.08,736,-71.5679,22,2419,38.0,2019.0,43.0168,7.22
432.0,2105.743,-5.627,2663.022,-6.353,2415.807,2664.62,1,26.83,28.25,367.253,27.62,27.555,736,-97.2584,22,3643,24.0,2019.0,27.8893,1523.44
1.0,1.789,2.016,2.1670000000000003,1.957,1.918,2.122,7,2.09,1.84,1.469,27.62,1.83,736,-121.6842,22,4892,11.0,2019.0,39.3733,1.9
2.5,4.749,4.0,5.367,3.862,4.8420000000000005,23.095,7,5.33,4.65,4.155,27.62,4.66,736,-121.6817,22,4892,11.0,2019.0,39.3733,4.86
2.0,22.563,18.273,26.0715,2.747,23.489,23.095,7,26.83,28.25,3.138,27.62,27.555,736,-72.0044,22,3649,6.0,2019.0,42.1466,3.25
5.0,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.83,28.25,0.656,27.62,27.555,736,-97.1412,22,2061,5.0,2019.0,31.4741,8.14
2.0,3.336,3.384,3.258,3.246,2.994,1.355,7,2.94,2.37,3.0,27.62,2.93,736,-87.4361,22,4804,11.0,2019.0,41.5214,3.02
655.0,2086.732,1940.236,2088.59432,2071.721,2411.226,2110.812,1,26.83,28.25,2981.217,27.62,27.555,736,-114.1333,22,3650,22.0,2019.0,35.054,2309.85
4.0,0.421,0.335,0.74,0.339,0.454,0.7050000000000001,1,26.83,28.25,0.389,27.62,27.555,736,-117.1514,22,9072,19.0,2019.0,46.7289,14.1
1.0,22.563,18.273,26.0715,0.953,23.489,23.095,7,26.83,28.25,1.715,27.62,27.555,736,-94.6093,22,3651,6.0,2019.0,44.7314,1.62
22.0,40.738,91.213,12.037,19.337,5.854,108.94752,3,66.94,78.05,0.0,81.3,94.28,736,-121.2792,22,1630,31.0,2019.0,39.8893,76.79
7.8,16.857,15.66,18.539,17.499,21.955,0.0,3,19.2,21.71,13.664,21.26,16.44,736,-105.3565,22,2177,17.0,2019.0,39.9456,18.15
1.4,22.563,18.273,26.0715,13.0125,23.489,23.095,7,26.83,28.25,1.657,27.62,27.555,736,-116.9996,22,7736,5.0,2019.0,32.8165,2.28
4.5,19.429,24.71,10.883,29.556,9.059,5.271,1,26.83,28.25,24.948,27.62,27.555,736,-117.0064,22,7404,8.0,2019.0,32.7797,15.86
188.5,102.64,4.437,44.871,122.106,66.09700000000001,0.126,1,26.83,28.25,119.402,27.62,27.555,736,-98.0987,22,607,16.9920424403183,2019.0,45.3735,664.74
